Region,Suburb,Crime,Year,Quarter,Number
Belconnen,Aranda,Homicide,2014,Q1,0
Belconnen,Belconnen,Homicide,2014,Q1,0
Belconnen,Bruce,Homicide,2014,Q1,0
Belconnen,Charnwood,Homicide,2014,Q1,0
Belconnen,Cook,Homicide,2014,Q1,0
Belconnen,Dunlop,Homicide,2014,Q1,0
Belconnen,Evatt,Homicide,2014,Q1,0
Belconnen,Florey,Homicide,2014,Q1,0
Belconnen,Flynn,Homicide,2014,Q1,0
Belconnen,Fraser,Homicide,2014,Q1,0
Belconnen,Giralang,Homicide,2014,Q1,0
Belconnen,Hawker,Homicide,2014,Q1,0
Belconnen,Higgins,Homicide,2014,Q1,0
Belconnen,Holt,Homicide,2014,Q1,0
Belconnen,Kaleen,Homicide,2014,Q1,0
Belconnen,Latham,Homicide,2014,Q1,0
Belconnen,Lawson,Homicide,2014,Q1,0
Belconnen,Macgregor,Homicide,2014,Q1,0
Belconnen,Macquarie,Homicide,2014,Q1,0
Belconnen,McKellar,Homicide,2014,Q1,1
Belconnen,Melba,Homicide,2014,Q1,0
Belconnen,Page,Homicide,2014,Q1,0
Belconnen,Scullin,Homicide,2014,Q1,0
Belconnen,Spence,Homicide,2014,Q1,0
Belconnen,Weetangera,Homicide,2014,Q1,0
Belconnen,Aranda,Family Violence,2014,Q1,0
Belconnen,Belconnen,Family Violence,2014,Q1,2
Belconnen,Bruce,Family Violence,2014,Q1,1
Belconnen,Charnwood,Family Violence,2014,Q1,2
Belconnen,Cook,Family Violence,2014,Q1,0
Belconnen,Dunlop,Family Violence,2014,Q1,1
Belconnen,Evatt,Family Violence,2014,Q1,4
Belconnen,Florey,Family Violence,2014,Q1,4
Belconnen,Flynn,Family Violence,2014,Q1,1
Belconnen,Fraser,Family Violence,2014,Q1,1
Belconnen,Giralang,Family Violence,2014,Q1,1
Belconnen,Hawker,Family Violence,2014,Q1,0
Belconnen,Higgins,Family Violence,2014,Q1,1
Belconnen,Holt,Family Violence,2014,Q1,2
Belconnen,Kaleen,Family Violence,2014,Q1,1
Belconnen,Latham,Family Violence,2014,Q1,2
Belconnen,Lawson,Family Violence,2014,Q1,0
Belconnen,Macgregor,Family Violence,2014,Q1,0
Belconnen,Macquarie,Family Violence,2014,Q1,3
Belconnen,McKellar,Family Violence,2014,Q1,2
Belconnen,Melba,Family Violence,2014,Q1,5
Belconnen,Page,Family Violence,2014,Q1,0
Belconnen,Scullin,Family Violence,2014,Q1,2
Belconnen,Spence,Family Violence,2014,Q1,5
Belconnen,Weetangera,Family Violence,2014,Q1,0
Belconnen,Aranda,Assault,2014,Q1,0
Belconnen,Belconnen,Assault,2014,Q1,24
Belconnen,Bruce,Assault,2014,Q1,1
Belconnen,Charnwood,Assault,2014,Q1,2
Belconnen,Cook,Assault,2014,Q1,1
Belconnen,Dunlop,Assault,2014,Q1,4
Belconnen,Evatt,Assault,2014,Q1,1
Belconnen,Florey,Assault,2014,Q1,1
Belconnen,Flynn,Assault,2014,Q1,0
Belconnen,Fraser,Assault,2014,Q1,2
Belconnen,Giralang,Assault,2014,Q1,2
Belconnen,Hawker,Assault,2014,Q1,1
Belconnen,Higgins,Assault,2014,Q1,3
Belconnen,Holt,Assault,2014,Q1,4
Belconnen,Kaleen,Assault,2014,Q1,1
Belconnen,Latham,Assault,2014,Q1,0
Belconnen,Lawson,Assault,2014,Q1,0
Belconnen,Macgregor,Assault,2014,Q1,4
Belconnen,Macquarie,Assault,2014,Q1,2
Belconnen,McKellar,Assault,2014,Q1,0
Belconnen,Melba,Assault,2014,Q1,0
Belconnen,Page,Assault,2014,Q1,6
Belconnen,Scullin,Assault,2014,Q1,0
Belconnen,Spence,Assault,2014,Q1,4
Belconnen,Weetangera,Assault,2014,Q1,0
Belconnen,Aranda,Sexual Assault,2014,Q1,0
Belconnen,Belconnen,Sexual Assault,2014,Q1,8
Belconnen,Bruce,Sexual Assault,2014,Q1,1
Belconnen,Charnwood,Sexual Assault,2014,Q1,1
Belconnen,Cook,Sexual Assault,2014,Q1,0
Belconnen,Dunlop,Sexual Assault,2014,Q1,5
Belconnen,Evatt,Sexual Assault,2014,Q1,2
Belconnen,Florey,Sexual Assault,2014,Q1,0
Belconnen,Flynn,Sexual Assault,2014,Q1,1
Belconnen,Fraser,Sexual Assault,2014,Q1,0
Belconnen,Giralang,Sexual Assault,2014,Q1,1
Belconnen,Hawker,Sexual Assault,2014,Q1,0
Belconnen,Higgins,Sexual Assault,2014,Q1,0
Belconnen,Holt,Sexual Assault,2014,Q1,0
Belconnen,Kaleen,Sexual Assault,2014,Q1,0
Belconnen,Latham,Sexual Assault,2014,Q1,0
Belconnen,Lawson,Sexual Assault,2014,Q1,0
Belconnen,Macgregor,Sexual Assault,2014,Q1,1
Belconnen,Macquarie,Sexual Assault,2014,Q1,1
Belconnen,McKellar,Sexual Assault,2014,Q1,0
Belconnen,Melba,Sexual Assault,2014,Q1,0
Belconnen,Page,Sexual Assault,2014,Q1,0
Belconnen,Scullin,Sexual Assault,2014,Q1,1
Belconnen,Spence,Sexual Assault,2014,Q1,0
Belconnen,Weetangera,Sexual Assault,2014,Q1,0
Belconnen,Aranda,Property Damage,2014,Q1,0
Belconnen,Belconnen,Property Damage,2014,Q1,39
Belconnen,Bruce,Property Damage,2014,Q1,14
Belconnen,Charnwood,Property Damage,2014,Q1,22
Belconnen,Cook,Property Damage,2014,Q1,0
Belconnen,Dunlop,Property Damage,2014,Q1,11
Belconnen,Evatt,Property Damage,2014,Q1,7
Belconnen,Florey,Property Damage,2014,Q1,20
Belconnen,Flynn,Property Damage,2014,Q1,9
Belconnen,Fraser,Property Damage,2014,Q1,4
Belconnen,Giralang,Property Damage,2014,Q1,3
Belconnen,Hawker,Property Damage,2014,Q1,8
Belconnen,Higgins,Property Damage,2014,Q1,5
Belconnen,Holt,Property Damage,2014,Q1,15
Belconnen,Kaleen,Property Damage,2014,Q1,6
Belconnen,Latham,Property Damage,2014,Q1,8
Belconnen,Lawson,Property Damage,2014,Q1,0
Belconnen,Macgregor,Property Damage,2014,Q1,9
Belconnen,Macquarie,Property Damage,2014,Q1,10
Belconnen,McKellar,Property Damage,2014,Q1,4
Belconnen,Melba,Property Damage,2014,Q1,4
Belconnen,Page,Property Damage,2014,Q1,5
Belconnen,Scullin,Property Damage,2014,Q1,6
Belconnen,Spence,Property Damage,2014,Q1,7
Belconnen,Weetangera,Property Damage,2014,Q1,0
Belconnen,Aranda,Other,2014,Q1,18
Belconnen,Belconnen,Other,2014,Q1,206
Belconnen,Bruce,Other,2014,Q1,42
Belconnen,Charnwood,Other,2014,Q1,20
Belconnen,Cook,Other,2014,Q1,10
Belconnen,Dunlop,Other,2014,Q1,16
Belconnen,Evatt,Other,2014,Q1,17
Belconnen,Florey,Other,2014,Q1,28
Belconnen,Flynn,Other,2014,Q1,5
Belconnen,Fraser,Other,2014,Q1,8
Belconnen,Giralang,Other,2014,Q1,15
Belconnen,Hawker,Other,2014,Q1,19
Belconnen,Higgins,Other,2014,Q1,11
Belconnen,Holt,Other,2014,Q1,31
Belconnen,Kaleen,Other,2014,Q1,13
Belconnen,Latham,Other,2014,Q1,11
Belconnen,Lawson,Other,2014,Q1,5
Belconnen,Macgregor,Other,2014,Q1,15
Belconnen,Macquarie,Other,2014,Q1,61
Belconnen,McKellar,Other,2014,Q1,5
Belconnen,Melba,Other,2014,Q1,7
Belconnen,Page,Other,2014,Q1,10
Belconnen,Scullin,Other,2014,Q1,11
Belconnen,Spence,Other,2014,Q1,51
Belconnen,Weetangera,Other,2014,Q1,2
Belconnen,Aranda,CINs,2014,Q1,0
Belconnen,Belconnen,CINs,2014,Q1,7
Belconnen,Bruce,CINs,2014,Q1,0
Belconnen,Charnwood,CINs,2014,Q1,0
Belconnen,Cook,CINs,2014,Q1,0
Belconnen,Dunlop,CINs,2014,Q1,0
Belconnen,Evatt,CINs,2014,Q1,0
Belconnen,Florey,CINs,2014,Q1,0
Belconnen,Flynn,CINs,2014,Q1,0
Belconnen,Fraser,CINs,2014,Q1,0
Belconnen,Giralang,CINs,2014,Q1,0
Belconnen,Hawker,CINs,2014,Q1,0
Belconnen,Higgins,CINs,2014,Q1,0
Belconnen,Holt,CINs,2014,Q1,0
Belconnen,Kaleen,CINs,2014,Q1,0
Belconnen,Latham,CINs,2014,Q1,0
Belconnen,Lawson,CINs,2014,Q1,0
Belconnen,Macgregor,CINs,2014,Q1,0
Belconnen,Macquarie,CINs,2014,Q1,0
Belconnen,McKellar,CINs,2014,Q1,0
Belconnen,Melba,CINs,2014,Q1,0
Belconnen,Page,CINs,2014,Q1,0
Belconnen,Scullin,CINs,2014,Q1,0
Belconnen,Spence,CINs,2014,Q1,0
Belconnen,Weetangera,CINs,2014,Q1,0
Gungahlin,Amaroo,Homicide,2014,Q1,0
Gungahlin,Bonner,Homicide,2014,Q1,0
Gungahlin,Casey,Homicide,2014,Q1,0
Gungahlin,Crace,Homicide,2014,Q1,0
Gungahlin,Forde,Homicide,2014,Q1,0
Gungahlin,Franklin,Homicide,2014,Q1,0
Gungahlin,Gungahlin,Homicide,2014,Q1,0
Gungahlin,Hall,Homicide,2014,Q1,0
Gungahlin,Harrison,Homicide,2014,Q1,0
Gungahlin,Kenny,Homicide,2014,Q1,0
Gungahlin,Mitchell,Homicide,2014,Q1,0
Gungahlin,Ngunnawal,Homicide,2014,Q1,0
Gungahlin,Nicholls,Homicide,2014,Q1,0
Gungahlin,Palmerston,Homicide,2014,Q1,0
Gungahlin,Amaroo,Family Violence,2014,Q1,1
Gungahlin,Bonner,Family Violence,2014,Q1,5
Gungahlin,Casey,Family Violence,2014,Q1,1
Gungahlin,Crace,Family Violence,2014,Q1,1
Gungahlin,Forde,Family Violence,2014,Q1,0
Gungahlin,Franklin,Family Violence,2014,Q1,0
Gungahlin,Gungahlin,Family Violence,2014,Q1,1
Gungahlin,Hall,Family Violence,2014,Q1,0
Gungahlin,Harrison,Family Violence,2014,Q1,0
Gungahlin,Kenny,Family Violence,2014,Q1,0
Gungahlin,Mitchell,Family Violence,2014,Q1,1
Gungahlin,Ngunnawal,Family Violence,2014,Q1,1
Gungahlin,Nicholls,Family Violence,2014,Q1,1
Gungahlin,Palmerston,Family Violence,2014,Q1,1
Gungahlin,Amaroo,Assault,2014,Q1,2
Gungahlin,Bonner,Assault,2014,Q1,1
Gungahlin,Casey,Assault,2014,Q1,0
Gungahlin,Crace,Assault,2014,Q1,0
Gungahlin,Forde,Assault,2014,Q1,1
Gungahlin,Franklin,Assault,2014,Q1,1
Gungahlin,Gungahlin,Assault,2014,Q1,8
Gungahlin,Hall,Assault,2014,Q1,0
Gungahlin,Harrison,Assault,2014,Q1,1
Gungahlin,Kenny,Assault,2014,Q1,0
Gungahlin,Mitchell,Assault,2014,Q1,3
Gungahlin,Ngunnawal,Assault,2014,Q1,4
Gungahlin,Nicholls,Assault,2014,Q1,1
Gungahlin,Palmerston,Assault,2014,Q1,0
Gungahlin,Amaroo,Sexual Assault,2014,Q1,1
Gungahlin,Bonner,Sexual Assault,2014,Q1,1
Gungahlin,Casey,Sexual Assault,2014,Q1,0
Gungahlin,Crace,Sexual Assault,2014,Q1,0
Gungahlin,Forde,Sexual Assault,2014,Q1,0
Gungahlin,Franklin,Sexual Assault,2014,Q1,0
Gungahlin,Gungahlin,Sexual Assault,2014,Q1,3
Gungahlin,Hall,Sexual Assault,2014,Q1,0
Gungahlin,Harrison,Sexual Assault,2014,Q1,0
Gungahlin,Kenny,Sexual Assault,2014,Q1,0
Gungahlin,Mitchell,Sexual Assault,2014,Q1,0
Gungahlin,Ngunnawal,Sexual Assault,2014,Q1,0
Gungahlin,Nicholls,Sexual Assault,2014,Q1,0
Gungahlin,Palmerston,Sexual Assault,2014,Q1,0
Gungahlin,Amaroo,Property Damage,2014,Q1,10
Gungahlin,Bonner,Property Damage,2014,Q1,14
Gungahlin,Casey,Property Damage,2014,Q1,7
Gungahlin,Crace,Property Damage,2014,Q1,5
Gungahlin,Forde,Property Damage,2014,Q1,5
Gungahlin,Franklin,Property Damage,2014,Q1,5
Gungahlin,Gungahlin,Property Damage,2014,Q1,19
Gungahlin,Hall,Property Damage,2014,Q1,0
Gungahlin,Harrison,Property Damage,2014,Q1,14
Gungahlin,Kenny,Property Damage,2014,Q1,0
Gungahlin,Mitchell,Property Damage,2014,Q1,4
Gungahlin,Ngunnawal,Property Damage,2014,Q1,20
Gungahlin,Nicholls,Property Damage,2014,Q1,11
Gungahlin,Palmerston,Property Damage,2014,Q1,15
Gungahlin,Amaroo,Other,2014,Q1,11
Gungahlin,Bonner,Other,2014,Q1,20
Gungahlin,Casey,Other,2014,Q1,4
Gungahlin,Crace,Other,2014,Q1,7
Gungahlin,Forde,Other,2014,Q1,4
Gungahlin,Franklin,Other,2014,Q1,15
Gungahlin,Gungahlin,Other,2014,Q1,71
Gungahlin,Hall,Other,2014,Q1,3
Gungahlin,Harrison,Other,2014,Q1,16
Gungahlin,Kenny,Other,2014,Q1,0
Gungahlin,Mitchell,Other,2014,Q1,24
Gungahlin,Ngunnawal,Other,2014,Q1,16
Gungahlin,Nicholls,Other,2014,Q1,13
Gungahlin,Palmerston,Other,2014,Q1,3
Gungahlin,Amaroo,CINs,2014,Q1,0
Gungahlin,Bonner,CINs,2014,Q1,0
Gungahlin,Casey,CINs,2014,Q1,0
Gungahlin,Crace,CINs,2014,Q1,0
Gungahlin,Forde,CINs,2014,Q1,0
Gungahlin,Franklin,CINs,2014,Q1,0
Gungahlin,Gungahlin,CINs,2014,Q1,1
Gungahlin,Hall,CINs,2014,Q1,0
Gungahlin,Harrison,CINs,2014,Q1,0
Gungahlin,Kenny,CINs,2014,Q1,0
Gungahlin,Mitchell,CINs,2014,Q1,0
Gungahlin,Ngunnawal,CINs,2014,Q1,0
Gungahlin,Nicholls,CINs,2014,Q1,0
Gungahlin,Palmerston,CINs,2014,Q1,0
Inner North,Acton,Homicide,2014,Q1,0
Inner North,Ainslie,Homicide,2014,Q1,0
Inner North,Black Mountain,Homicide,2014,Q1,0
Inner North,Braddon,Homicide,2014,Q1,0
Inner North,Campbell,Homicide,2014,Q1,0
Inner North,Civic,Homicide,2014,Q1,0
Inner North,Dickson,Homicide,2014,Q1,0
Inner North,Downer,Homicide,2014,Q1,0
Inner North,Duntroon,Homicide,2014,Q1,0
Inner North,Hackett,Homicide,2014,Q1,0
Inner North,Lyneham,Homicide,2014,Q1,0
Inner North,Majura,Homicide,2014,Q1,0
Inner North,O'Connor,Homicide,2014,Q1,0
Inner North,Reid,Homicide,2014,Q1,0
Inner North,Russell,Homicide,2014,Q1,0
Inner North,Turner,Homicide,2014,Q1,0
Inner North,Watson,Homicide,2014,Q1,0
Inner North,Acton,Family Violence,2014,Q1,0
Inner North,Ainslie,Family Violence,2014,Q1,5
Inner North,Black Mountain,Family Violence,2014,Q1,0
Inner North,Braddon,Family Violence,2014,Q1,9
Inner North,Campbell,Family Violence,2014,Q1,2
Inner North,Civic,Family Violence,2014,Q1,4
Inner North,Dickson,Family Violence,2014,Q1,2
Inner North,Downer,Family Violence,2014,Q1,1
Inner North,Duntroon,Family Violence,2014,Q1,0
Inner North,Hackett,Family Violence,2014,Q1,1
Inner North,Lyneham,Family Violence,2014,Q1,3
Inner North,Majura,Family Violence,2014,Q1,0
Inner North,O'Connor,Family Violence,2014,Q1,1
Inner North,Reid,Family Violence,2014,Q1,2
Inner North,Russell,Family Violence,2014,Q1,0
Inner North,Turner,Family Violence,2014,Q1,2
Inner North,Watson,Family Violence,2014,Q1,2
Inner North,Acton,Assault,2014,Q1,0
Inner North,Ainslie,Assault,2014,Q1,1
Inner North,Black Mountain,Assault,2014,Q1,0
Inner North,Braddon,Assault,2014,Q1,9
Inner North,Campbell,Assault,2014,Q1,3
Inner North,Civic,Assault,2014,Q1,72
Inner North,Dickson,Assault,2014,Q1,6
Inner North,Downer,Assault,2014,Q1,0
Inner North,Duntroon,Assault,2014,Q1,0
Inner North,Hackett,Assault,2014,Q1,0
Inner North,Lyneham,Assault,2014,Q1,9
Inner North,Majura,Assault,2014,Q1,0
Inner North,O'Connor,Assault,2014,Q1,4
Inner North,Reid,Assault,2014,Q1,6
Inner North,Russell,Assault,2014,Q1,0
Inner North,Turner,Assault,2014,Q1,0
Inner North,Watson,Assault,2014,Q1,1
Inner North,Acton,Sexual Assault,2014,Q1,1
Inner North,Ainslie,Sexual Assault,2014,Q1,0
Inner North,Black Mountain,Sexual Assault,2014,Q1,0
Inner North,Braddon,Sexual Assault,2014,Q1,3
Inner North,Campbell,Sexual Assault,2014,Q1,5
Inner North,Civic,Sexual Assault,2014,Q1,7
Inner North,Dickson,Sexual Assault,2014,Q1,0
Inner North,Downer,Sexual Assault,2014,Q1,0
Inner North,Duntroon,Sexual Assault,2014,Q1,0
Inner North,Hackett,Sexual Assault,2014,Q1,0
Inner North,Lyneham,Sexual Assault,2014,Q1,0
Inner North,Majura,Sexual Assault,2014,Q1,0
Inner North,O'Connor,Sexual Assault,2014,Q1,0
Inner North,Reid,Sexual Assault,2014,Q1,2
Inner North,Russell,Sexual Assault,2014,Q1,0
Inner North,Turner,Sexual Assault,2014,Q1,1
Inner North,Watson,Sexual Assault,2014,Q1,1
Inner North,Acton,Property Damage,2014,Q1,7
Inner North,Ainslie,Property Damage,2014,Q1,12
Inner North,Black Mountain,Property Damage,2014,Q1,0
Inner North,Braddon,Property Damage,2014,Q1,19
Inner North,Campbell,Property Damage,2014,Q1,14
Inner North,Civic,Property Damage,2014,Q1,38
Inner North,Dickson,Property Damage,2014,Q1,8
Inner North,Downer,Property Damage,2014,Q1,7
Inner North,Duntroon,Property Damage,2014,Q1,0
Inner North,Hackett,Property Damage,2014,Q1,5
Inner North,Lyneham,Property Damage,2014,Q1,16
Inner North,Majura,Property Damage,2014,Q1,1
Inner North,O'Connor,Property Damage,2014,Q1,13
Inner North,Reid,Property Damage,2014,Q1,9
Inner North,Russell,Property Damage,2014,Q1,2
Inner North,Turner,Property Damage,2014,Q1,13
Inner North,Watson,Property Damage,2014,Q1,6
Inner North,Acton,Other,2014,Q1,22
Inner North,Ainslie,Other,2014,Q1,15
Inner North,Black Mountain,Other,2014,Q1,0
Inner North,Braddon,Other,2014,Q1,56
Inner North,Campbell,Other,2014,Q1,10
Inner North,Civic,Other,2014,Q1,566
Inner North,Dickson,Other,2014,Q1,53
Inner North,Downer,Other,2014,Q1,14
Inner North,Duntroon,Other,2014,Q1,0
Inner North,Hackett,Other,2014,Q1,6
Inner North,Lyneham,Other,2014,Q1,59
Inner North,Majura,Other,2014,Q1,27
Inner North,O'Connor,Other,2014,Q1,19
Inner North,Reid,Other,2014,Q1,33
Inner North,Russell,Other,2014,Q1,18
Inner North,Turner,Other,2014,Q1,23
Inner North,Watson,Other,2014,Q1,14
Inner North,Acton,CINs,2014,Q1,1
Inner North,Ainslie,CINs,2014,Q1,0
Inner North,Black Mountain,CINs,2014,Q1,0
Inner North,Braddon,CINs,2014,Q1,1
Inner North,Campbell,CINs,2014,Q1,1
Inner North,Civic,CINs,2014,Q1,53
Inner North,Dickson,CINs,2014,Q1,8
Inner North,Downer,CINs,2014,Q1,0
Inner North,Duntroon,CINs,2014,Q1,0
Inner North,Hackett,CINs,2014,Q1,0
Inner North,Lyneham,CINs,2014,Q1,0
Inner North,Majura,CINs,2014,Q1,0
Inner North,O'Connor,CINs,2014,Q1,0
Inner North,Reid,CINs,2014,Q1,0
Inner North,Russell,CINs,2014,Q1,0
Inner North,Turner,CINs,2014,Q1,0
Inner North,Watson,CINs,2014,Q1,0
Inner South,Barton,Homicide,2014,Q1,0
Inner South,Deakin,Homicide,2014,Q1,0
Inner South,Forrest,Homicide,2014,Q1,0
Inner South,Fyshwick,Homicide,2014,Q1,0
Inner South,Griffith,Homicide,2014,Q1,0
Inner South,Kingston,Homicide,2014,Q1,0
Inner South,Narrabundah,Homicide,2014,Q1,0
Inner South,Red Hill,Homicide,2014,Q1,0
Inner South,Yarralumla,Homicide,2014,Q1,0
Inner South,Barton,Family Violence,2014,Q1,1
Inner South,Deakin,Family Violence,2014,Q1,0
Inner South,Forrest,Family Violence,2014,Q1,1
Inner South,Fyshwick,Family Violence,2014,Q1,3
Inner South,Griffith,Family Violence,2014,Q1,3
Inner South,Kingston,Family Violence,2014,Q1,0
Inner South,Narrabundah,Family Violence,2014,Q1,3
Inner South,Red Hill,Family Violence,2014,Q1,2
Inner South,Yarralumla,Family Violence,2014,Q1,0
Inner South,Barton,Assault,2014,Q1,4
Inner South,Deakin,Assault,2014,Q1,5
Inner South,Forrest,Assault,2014,Q1,2
Inner South,Fyshwick,Assault,2014,Q1,3
Inner South,Griffith,Assault,2014,Q1,8
Inner South,Kingston,Assault,2014,Q1,3
Inner South,Narrabundah,Assault,2014,Q1,5
Inner South,Red Hill,Assault,2014,Q1,1
Inner South,Yarralumla,Assault,2014,Q1,2
Inner South,Barton,Sexual Assault,2014,Q1,0
Inner South,Deakin,Sexual Assault,2014,Q1,0
Inner South,Forrest,Sexual Assault,2014,Q1,0
Inner South,Fyshwick,Sexual Assault,2014,Q1,0
Inner South,Griffith,Sexual Assault,2014,Q1,1
Inner South,Kingston,Sexual Assault,2014,Q1,0
Inner South,Narrabundah,Sexual Assault,2014,Q1,1
Inner South,Red Hill,Sexual Assault,2014,Q1,0
Inner South,Yarralumla,Sexual Assault,2014,Q1,0
Inner South,Barton,Property Damage,2014,Q1,6
Inner South,Deakin,Property Damage,2014,Q1,4
Inner South,Forrest,Property Damage,2014,Q1,2
Inner South,Fyshwick,Property Damage,2014,Q1,22
Inner South,Griffith,Property Damage,2014,Q1,17
Inner South,Kingston,Property Damage,2014,Q1,12
Inner South,Narrabundah,Property Damage,2014,Q1,26
Inner South,Red Hill,Property Damage,2014,Q1,14
Inner South,Yarralumla,Property Damage,2014,Q1,14
Inner South,Barton,Other,2014,Q1,55
Inner South,Deakin,Other,2014,Q1,20
Inner South,Forrest,Other,2014,Q1,12
Inner South,Fyshwick,Other,2014,Q1,49
Inner South,Griffith,Other,2014,Q1,61
Inner South,Kingston,Other,2014,Q1,15
Inner South,Narrabundah,Other,2014,Q1,18
Inner South,Red Hill,Other,2014,Q1,22
Inner South,Yarralumla,Other,2014,Q1,21
Inner South,Barton,CINs,2014,Q1,0
Inner South,Deakin,CINs,2014,Q1,0
Inner South,Forrest,CINs,2014,Q1,0
Inner South,Fyshwick,CINs,2014,Q1,1
Inner South,Griffith,CINs,2014,Q1,0
Inner South,Kingston,CINs,2014,Q1,0
Inner South,Narrabundah,CINs,2014,Q1,0
Inner South,Red Hill,CINs,2014,Q1,0
Inner South,Yarralumla,CINs,2014,Q1,0
Weston Creek,Chapman,Homicide,2014,Q1,0
Weston Creek,Duffy,Homicide,2014,Q1,0
Weston Creek,Fisher,Homicide,2014,Q1,0
Weston Creek,Holder,Homicide,2014,Q1,0
Weston Creek,Rivett,Homicide,2014,Q1,0
Weston Creek,Stirling,Homicide,2014,Q1,0
Weston Creek,Waramanga,Homicide,2014,Q1,0
Weston Creek,Weston,Homicide,2014,Q1,0
Weston Creek,Chapman,Family Violence,2014,Q1,0
Weston Creek,Duffy,Family Violence,2014,Q1,3
Weston Creek,Fisher,Family Violence,2014,Q1,0
Weston Creek,Holder,Family Violence,2014,Q1,2
Weston Creek,Rivett,Family Violence,2014,Q1,0
Weston Creek,Stirling,Family Violence,2014,Q1,0
Weston Creek,Waramanga,Family Violence,2014,Q1,1
Weston Creek,Weston,Family Violence,2014,Q1,0
Weston Creek,Chapman,Assault,2014,Q1,0
Weston Creek,Duffy,Assault,2014,Q1,0
Weston Creek,Fisher,Assault,2014,Q1,0
Weston Creek,Holder,Assault,2014,Q1,1
Weston Creek,Rivett,Assault,2014,Q1,1
Weston Creek,Stirling,Assault,2014,Q1,0
Weston Creek,Waramanga,Assault,2014,Q1,3
Weston Creek,Weston,Assault,2014,Q1,5
Weston Creek,Chapman,Sexual Assault,2014,Q1,0
Weston Creek,Duffy,Sexual Assault,2014,Q1,0
Weston Creek,Fisher,Sexual Assault,2014,Q1,0
Weston Creek,Holder,Sexual Assault,2014,Q1,2
Weston Creek,Rivett,Sexual Assault,2014,Q1,4
Weston Creek,Stirling,Sexual Assault,2014,Q1,0
Weston Creek,Waramanga,Sexual Assault,2014,Q1,1
Weston Creek,Weston,Sexual Assault,2014,Q1,4
Weston Creek,Chapman,Property Damage,2014,Q1,2
Weston Creek,Duffy,Property Damage,2014,Q1,8
Weston Creek,Fisher,Property Damage,2014,Q1,2
Weston Creek,Holder,Property Damage,2014,Q1,1
Weston Creek,Rivett,Property Damage,2014,Q1,6
Weston Creek,Stirling,Property Damage,2014,Q1,1
Weston Creek,Waramanga,Property Damage,2014,Q1,2
Weston Creek,Weston,Property Damage,2014,Q1,18
Weston Creek,Chapman,Other,2014,Q1,8
Weston Creek,Duffy,Other,2014,Q1,15
Weston Creek,Fisher,Other,2014,Q1,8
Weston Creek,Holder,Other,2014,Q1,3
Weston Creek,Rivett,Other,2014,Q1,11
Weston Creek,Stirling,Other,2014,Q1,2
Weston Creek,Waramanga,Other,2014,Q1,13
Weston Creek,Weston,Other,2014,Q1,41
Weston Creek,Chapman,CINs,2014,Q1,0
Weston Creek,Duffy,CINs,2014,Q1,0
Weston Creek,Fisher,CINs,2014,Q1,0
Weston Creek,Holder,CINs,2014,Q1,0
Weston Creek,Rivett,CINs,2014,Q1,0
Weston Creek,Stirling,CINs,2014,Q1,0
Weston Creek,Waramanga,CINs,2014,Q1,0
Weston Creek,Weston,CINs,2014,Q1,0
Molonglo District,Coombs,Homicide,2014,Q1,0
Molonglo District,Molonglo,Homicide,2014,Q1,0
Molonglo District,Wright,Homicide,2014,Q1,0
Molonglo District,Coombs,Family Violence,2014,Q1,0
Molonglo District,Molonglo,Family Violence,2014,Q1,0
Molonglo District,Wright,Family Violence,2014,Q1,0
Molonglo District,Coombs,Assault,2014,Q1,0
Molonglo District,Molonglo,Assault,2014,Q1,0
Molonglo District,Wright,Assault,2014,Q1,0
Molonglo District,Coombs,Sexual Assault,2014,Q1,0
Molonglo District,Molonglo,Sexual Assault,2014,Q1,0
Molonglo District,Wright,Sexual Assault,2014,Q1,0
Molonglo District,Coombs,Property Damage,2014,Q1,0
Molonglo District,Molonglo,Property Damage,2014,Q1,0
Molonglo District,Wright,Property Damage,2014,Q1,2
Molonglo District,Coombs,Other,2014,Q1,0
Molonglo District,Molonglo,Other,2014,Q1,0
Molonglo District,Wright,Other,2014,Q1,1
Molonglo District,Coombs,CINs,2014,Q1,0
Molonglo District,Molonglo,CINs,2014,Q1,0
Molonglo District,Wright,CINs,2014,Q1,0
Woden,Chifley,Homicide,2014,Q1,0
Woden,Curtin,Homicide,2014,Q1,0
Woden,Farrer,Homicide,2014,Q1,0
Woden,Garran,Homicide,2014,Q1,0
Woden,Hughes,Homicide,2014,Q1,0
Woden,Isaacs,Homicide,2014,Q1,0
Woden,Lyons,Homicide,2014,Q1,0
Woden,Mawson,Homicide,2014,Q1,0
Woden,O'Malley,Homicide,2014,Q1,0
Woden,Pearce,Homicide,2014,Q1,0
Woden,Phillip,Homicide,2014,Q1,1
Woden,Torrens,Homicide,2014,Q1,0
Woden,Chifley,Family Violence,2014,Q1,1
Woden,Curtin,Family Violence,2014,Q1,0
Woden,Farrer,Family Violence,2014,Q1,0
Woden,Garran,Family Violence,2014,Q1,2
Woden,Hughes,Family Violence,2014,Q1,2
Woden,Isaacs,Family Violence,2014,Q1,1
Woden,Lyons,Family Violence,2014,Q1,1
Woden,Mawson,Family Violence,2014,Q1,1
Woden,O'Malley,Family Violence,2014,Q1,1
Woden,Pearce,Family Violence,2014,Q1,1
Woden,Phillip,Family Violence,2014,Q1,2
